"Id","Inc","Capital","Hours","Age","Employer","Education","Marital_Status","Occupation"
17607,"High",0,30,67,"Private","Master","Widowed","Trades"
17608,"Low",2585,19,35,"Govt","High School","Never Married","Trades"
17610,"Low",0,14,70,"Private","Bach","Divorced","Management"
17612,"Low",0,30,21,"Private","Bach","Divorced","Trades"
17613,"High",0,53,37,"Private","High School","Divorced","Agricultural"
17614,"High",0,45,31,"Govt","High School","Married","Agricultural"
17615,"High",0,26,57,"Private","High School","Never Married","Management"
17616,"High",0,43,44,"Private","High School","Never Married","Admin"
17617,"Low",0,19,39,"Self-Emp","High School","Never Married","Admin"
17618,"High",2188,45,29,"Private","Min","Never Married","Trades"
17619,"High",0,34,65,"Private","High School","Never Married","Agricultural"
17620,"High",0,31,52,"Private","Bach","Never Married","Specialist"
17621,"Low",0,30,73,"Private","Min","Married","Management"
17622,"High",5036,22,68,"Private","Bach","Never Married","Agricultural"
17623,"Low",0,29,35,"Private","High School","Divorced","Management"
17624,"High",0,35,35,"Private","Bach","Never Married","Admin"
17625,"High",0,32,48,"Govt","High School","Widowed","Management"
17626,"Low",0,22,39,"Private","Bach","Divorced","Agricultural"
17627,"High",0,32,39,"Private","Bach","Never Married","Admin"
17628,"High",0,34,59,"Govt","High School","Divorced","Agricultural"
17629,"High",0,44,45,"Private","Master","Never Married","Trades"
17630,"High",0,40,33,"Govt","Bach","Never Married","Management"
17631,"High",0,54,57,"Private","Min","Married","Agricultural"
17632,"Low",0,17,37,"Private","Master","Married","Agricultural"
17633,"Low",0,11,72,"Govt","Min","Married","Admin"
17634,"Low",0,49,21,"Govt","Bach","Never Married","Trades"
17636,"High",0,44,30,"Private","Bach","Married","Agricultural"
17637,"High",0,66,23,"Private","High School","Never Married","Specialist"
17638,"Low",0,28,33,"Private","Master","Divorced","Trades"
17639,"Low",0,16,72,"Private","Min","Never Married","Agricultural"
17640,"High",538,25,56,"Govt","High School","Married","Specialist"
17641,"High",0,43,56,"Private","Bach","Married","Admin"
17642,"High",0,46,57,"Private","High School","Never Married","Specialist"
17643,"High",0,67,53,"Private","Bach","Married","Trades"
17644,"Low",0,22,70,"Private","Min","Married","Specialist"
17645,"Low",0,7,79,"Private","Bach","Never Married","Trades"
17647,"High",0,28,51,"Private","Bach","Married","Trades"
17649,"Low",0,40,22,"Private","Master","Never Married","Agricultural"
17650,"Low",0,46,20,"Self-Emp","High School","Married","Admin"
17651,"High",0,51,40,"Private","Bach","Never Married","Agricultural"
17652,"High",0,47,53,"Private","High School","Divorced","Specialist"
17654,"Low",0,22,62,"Private","High School","Married","Agricultural"
17655,"Low",0,44,22,"Private","Bach","Divorced","Management"
17657,"High",0,39,42,"Private","Bach","Married","Management"
17658,"High",4533,27,64,"Govt","Bach","Married","Management"
17659,"Low",0,12,79,"Self-Emp","Min","Married","Specialist"
17660,"Low",0,33,29,"Self-Emp","High School","Married","Management"
17661,"Low",0,26,27,"Self-Emp","High School","Never Married","Trades"
17662,"Low",0,2,84,"Self-Emp","Bach","Married","Admin"
17663,"Low",0,10,76,"Private","Master","Never Married","Agricultural"
17664,"Low",0,21,69,"Self-Emp","High School","Married","Admin"
17665,"Low",0,41,28,"Private","Bach","Married","Admin"
17666,"High",0,53,51,"Private","High School","Married","Specialist"
17667,"Low",0,47,20,"Self-Emp","High School","Married","Admin"
17668,"Low",0,19,26,"Private","Bach","Married","Specialist"
17669,"Low",0,7,81,"Private","Bach","Married","Agricultural"
17670,"High",0,60,60,"Private","Bach","Married","Specialist"
17671,"Low",0,14,78,"Private","Min","Never Married","Management"
17672,"Low",0,46,27,"Private","High School","Married","Trades"
17673,"High",0,31,51,"Private","Min","Divorced","Agricultural"
17674,"High",0,39,62,"Private","Bach","Married","Admin"
17675,"High",0,39,37,"Private","Master","Never Married","Admin"
17677,"Low",0,4,80,"Private","Bach","Never Married","Agricultural"
17679,"Low",0,16,74,"Private","High School","Married","Management"
17680,"High",0,51,64,"Govt","Min","Married","Trades"
17681,"Low",0,24,31,"Private","Min","Married","Management"
17682,"High",0,55,38,"Private","High School","Married","Agricultural"
17683,"Low",0,28,69,"Private","Min","Married","Admin"
17684,"Low",0,24,66,"Private","Bach","Married","Agricultural"
17685,"Low",0,24,71,"Private","Bach","Never Married","Agricultural"
17687,"Low",0,3,83,"Private","High School","Married","Agricultural"
17689,"Low",0,25,70,"Private","High School","Married","Agricultural"
17690,"Low",0,18,74,"Self-Emp","Bach","Divorced","Trades"
17692,"Low",0,43,22,"Private","Min","Divorced","Agricultural"
17693,"High",0,37,57,"Private","Master","Married","Trades"
17694,"Low",0,3,84,"Private","Master","Divorced","Agricultural"
17696,"High",0,47,46,"Private","High School","Married","Trades"
17697,"High",0,37,65,"Private","High School","Married","Agricultural"
17698,"High",0,35,50,"Private","Bach","Never Married","Agricultural"
17699,"Low",0,26,72,"Govt","Master","Married","Specialist"
17700,"Low",0,9,74,"Private","High School","Never Married","Admin"
17701,"Low",0,26,71,"Private","Bach","Married","Specialist"
17702,"Low",0,32,28,"Private","Min","Divorced","Trades"
17703,"Low",0,7,81,"Govt","High School","Never Married","Specialist"
17704,"High",0,48,64,"Govt","Min","Never Married","Trades"
17705,"Low",0,36,27,"Private","Min","Divorced","Trades"
17706,"Low",0,0,85,"Private","Bach","Divorced","Agricultural"
17708,"High",0,44,70,"Private","Bach","Never Married","Specialist"
17709,"Low",0,47,20,"Private","Min","Divorced","Management"
17710,"Low",0,16,68,"Private","Bach","Never Married","Trades"
17711,"High",0,35,47,"Private","Master","Never Married","Management"
17713,"High",3603,33,53,"Private","Min","Never Married","Management"
17714,"High",0,49,35,"Private","Min","Married","Specialist"
17715,"Low",0,34,34,"Private","High School","Married","Admin"
17716,"High",0,64,47,"Self-Emp","Bach","Married","Specialist"
17717,"High",0,41,38,"Private","High School","Never Married","Admin"
17718,"High",0,42,31,"Private","Min","Married","Admin"
17719,"High",0,47,40,"Govt","High School","Married","Agricultural"
17721,"High",1075,51,25,"Private","Master","Married","Management"
17722,"Low",4027,23,74,"Private","Master","Married","Trades"
17723,"High",0,33,63,"Private","Bach","Married","Trades"
17724,"Low",0,21,50,"Private","Bach","Never Married","Management"
17725,"High",0,30,45,"Private","Min","Married","Trades"
17726,"High",0,30,66,"Private","High School","Never Married","Agricultural"
17727,"High",0,48,43,"Govt","Master","Married","Trades"
17728,"High",0,40,62,"Private","High School","Married","Admin"
17729,"Low",0,9,79,"Private","Bach","Never Married","Trades"
17730,"Low",0,6,82,"Private","Bach","Married","Agricultural"
17731,"High",0,49,42,"Private","Bach","Married","Admin"
17732,"High",0,51,48,"Private","Bach","Divorced","Admin"
17734,"High",0,44,44,"Private","High School","Divorced","Agricultural"
17735,"Low",0,42,20,"Private","High School","Divorced","Trades"
17736,"Low",0,4,82,"Self-Emp","Bach","Married","Agricultural"
17737,"High",0,43,47,"Private","Min","Never Married","Trades"
17740,"High",0,35,64,"Private","Bach","Never Married","Admin"
17741,"Low",0,31,73,"Private","Min","Never Married","Management"
17742,"High",0,27,58,"Private","Bach","Married","Trades"
17744,"Low",0,16,70,"Private","Bach","Never Married","Trades"
17745,"Low",0,2,84,"Private","Min","Never Married","Admin"
17746,"Low",0,22,38,"Private","Bach","Never Married","Specialist"
17747,"Low",0,28,36,"Private","High School","Never Married","Agricultural"
17748,"Low",0,16,31,"Private","High School","Widowed","Management"
17749,"Low",0,38,31,"Private","Bach","Married","Specialist"
17750,"High",0,41,35,"Private","Bach","Married","Management"
17751,"Low",0,13,80,"Private","High School","Divorced","Management"
17752,"High",0,31,48,"Private","High School","Divorced","Admin"
17753,"Low",0,7,79,"Govt","Bach","Divorced","Management"
17754,"Low",0,34,26,"Private","Bach","Divorced","Trades"
17755,"High",0,36,49,"Private","Min","Never Married","Admin"
17757,"Low",0,21,32,"Self-Emp","High School","Divorced","Management"
17758,"Low",0,25,40,"Private","High School","Never Married","Specialist"
17760,"Low",0,24,62,"Private","Bach","Married","Agricultural"
17761,"High",0,60,51,"Private","Master","Married","Management"
17763,"Low",2651,19,46,"Private","Bach","Married","Agricultural"
17764,"Low",0,20,77,"Govt","Bach","Married","Agricultural"
17766,"High",0,27,57,"Private","Master","Divorced","Agricultural"
17767,"High",0,54,40,"Private","High School","Married","Agricultural"
17768,"High",0,45,36,"Govt","High School","Never Married","Management"
17769,"High",0,39,43,"Private","High School","Married","Admin"
17770,"High",2286,43,55,"Private","Bach","Never Married","Specialist"
17771,"High",0,43,55,"Private","High School","Married","Agricultural"
17772,"High",0,44,66,"Private","Bach","Divorced","Specialist"
17773,"High",0,39,58,"Private","Bach","Divorced","Agricultural"
17774,"Low",0,39,31,"Private","Min","Married","Management"
17775,"Low",0,1,84,"Private","Min","Married","Trades"
17776,"Low",0,36,32,"Private","High School","Married","Admin"
17777,"Low",0,19,50,"Self-Emp","High School","Divorced","Admin"
17778,"High",0,39,64,"Private","Min","Married","Trades"
17779,"Low",0,23,70,"Private","Min","Never Married","Specialist"
17780,"High",0,68,41,"Private","High School","Married","Specialist"
17781,"High",0,25,56,"Private","Bach","Divorced","Trades"
17782,"High",0,41,69,"Private","Bach","Married","Management"
17783,"Low",0,62,21,"Private","Min","Never Married","Trades"
17785,"Low",0,7,81,"Private","High School","Married","Trades"
17787,"High",0,35,39,"Private","Bach","Married","Specialist"
17788,"Low",0,25,60,"Self-Emp","Min","Never Married","Trades"
17790,"High",0,57,29,"Private","High School","Married","Management"
17791,"Low",0,20,47,"Private","Bach","Married","Trades"
17793,"Low",0,58,18,"Private","High School","Never Married","Admin"
17794,"High",0,65,28,"Self-Emp","Min","Never Married","Trades"
17795,"High",0,53,50,"Private","Bach","Never Married","Trades"
17796,"High",0,39,38,"Private","Master","Never Married","Trades"
17797,"High",0,44,46,"Govt","Min","Married","Trades"
17798,"Low",0,37,28,"Private","Bach","Never Married","Trades"
17799,"High",0,36,60,"Private","Bach","Never Married","Agricultural"
17801,"Low",0,26,30,"Self-Emp","Min","Married","Trades"
17803,"Low",0,45,23,"Private","High School","Never Married","Management"
17804,"High",0,43,50,"Govt","Min","Never Married","Agricultural"
17805,"High",0,79,46,"Private","Bach","Married","Agricultural"
17806,"High",0,60,49,"Private","Bach","Divorced","Management"
17807,"Low",0,34,29,"Private","Bach","Never Married","Management"
17808,"High",0,44,43,"Private","Bach","Married","Admin"
17809,"Low",0,38,20,"Self-Emp","Bach","Never Married","Admin"
17810,"Low",0,23,59,"Govt","High School","Widowed","Specialist"
17811,"High",0,56,34,"Private","Master","Never Married","Admin"
17812,"Low",0,28,28,"Private","Bach","Married","Management"
17813,"High",0,63,54,"Private","Bach","Never Married","Admin"
17814,"Low",1485,6,79,"Private","Bach","Divorced","Management"
17816,"High",0,60,33,"Private","Bach","Never Married","Admin"
17817,"High",0,41,47,"Private","High School","Never Married","Management"
17818,"High",0,49,28,"Private","Master","Never Married","Admin"
17820,"High",0,59,46,"Private","Bach","Never Married","Management"
17822,"Low",0,18,78,"Govt","Bach","Never Married","Specialist"
17823,"High",0,30,66,"Private","High School","Never Married","Admin"
17825,"Low",0,41,21,"Self-Emp","Min","Married","Trades"
17826,"High",0,32,61,"Private","High School","Never Married","Specialist"
17827,"Low",0,30,34,"Private","High School","Never Married","Trades"
17828,"Low",1218,24,71,"Private","Bach","Married","Trades"
17829,"Low",0,4,82,"Private","Bach","Married","Specialist"
17831,"Low",0,13,34,"Private","Bach","Never Married","Admin"
17832,"High",0,41,43,"Private","High School","Married","Management"
17833,"High",0,35,53,"Private","Min","Never Married","Trades"
17834,"High",0,33,51,"Private","Min","Never Married","Admin"
17836,"Low",0,23,66,"Govt","Bach","Divorced","Trades"
17837,"High",0,35,37,"Private","Bach","Married","Agricultural"
17838,"Low",0,37,22,"Private","Bach","Never Married","Specialist"
17839,"High",0,44,46,"Private","Bach","Widowed","Admin"
17840,"Low",0,22,74,"Private","Min","Never Married","Specialist"
17841,"Low",0,35,29,"Private","Min","Never Married","Agricultural"
17842,"High",2267,52,53,"Private","Bach","Never Married","Admin"
17844,"Low",0,6,82,"Self-Emp","Bach","Married","Specialist"
17845,"Low",0,7,81,"Private","Bach","Never Married","Agricultural"
17846,"High",0,65,54,"Private","Bach","Married","Management"
17847,"Low",0,12,78,"Private","High School","Married","Admin"
17848,"Low",0,15,75,"Private","Bach","Married","Agricultural"
17849,"High",0,39,51,"Govt","High School","Never Married","Admin"
17850,"Low",0,53,24,"Private","High School","Divorced","Management"
17852,"High",1522,42,67,"Private","Bach","Married","Management"
17853,"Low",0,35,32,"Private","High School","Divorced","Admin"
17854,"Low",0,37,32,"Private","High School","Never Married","Agricultural"
17855,"Low",0,12,75,"Private","Master","Married","Specialist"
17856,"High",0,35,41,"Private","High School","Married","Management"
17857,"Low",1594,32,26,"Self-Emp","Bach","Married","Trades"
17858,"High",0,35,64,"Private","High School","Married","Agricultural"
17859,"High",0,46,49,"Private","Min","Never Married","Trades"
17860,"High",0,65,49,"Private","High School","Never Married","Admin"
17861,"High",0,39,62,"Private","Bach","Married","Specialist"
17862,"Low",0,3,82,"Private","Bach","Never Married","Admin"
17863,"Low",0,32,33,"Private","Bach","Divorced","Trades"
17864,"Low",0,4,81,"Private","Min","Never Married","Management"
17865,"Low",0,8,80,"Private","High School","Never Married","Trades"
17866,"Low",0,26,38,"Private","High School","Widowed","Management"
17867,"Low",0,4,80,"Private","Bach","Married","Agricultural"
17868,"Low",1728,9,77,"Private","High School","Married","Specialist"
17870,"Low",0,7,79,"Private","Master","Never Married","Agricultural"
17871,"High",0,30,52,"Private","High School","Married","Management"
17872,"High",0,35,48,"Private","High School","Married","Agricultural"
17873,"Low",0,19,76,"Govt","High School","Married","Agricultural"
17874,"Low",0,35,26,"Govt","Master","Divorced","Trades"
17875,"Low",0,6,80,"Private","High School","Married","Agricultural"
17876,"Low",0,9,80,"Private","Bach","Never Married","Management"
17877,"Low",0,6,79,"Private","Bach","Married","Management"
17878,"Low",0,13,75,"Private","Min","Married","Admin"
17879,"Low",0,4,81,"Private","Bach","Never Married","Trades"
17882,"High",0,36,46,"Private","Bach","Never Married","Admin"
17883,"High",0,44,54,"Private","High School","Widowed","Agricultural"
17884,"High",0,42,56,"Private","Bach","Never Married","Trades"
17885,"High",1207,56,64,"Private","Bach","Married","Management"
17886,"Low",0,20,58,"Private","Min","Married","Agricultural"
17887,"High",0,28,57,"Private","High School","Widowed","Admin"
17888,"Low",0,29,29,"Private","Bach","Married","Management"
17889,"High",0,88,45,"Private","Min","Married","Trades"
17890,"High",0,30,70,"Private","Bach","Married","Trades"
17891,"High",0,40,40,"Govt","High School","Married","Admin"
17892,"High",0,44,64,"Private","High School","Married","Admin"
17893,"High",0,31,47,"Private","Bach","Married","Admin"
17894,"High",1956,62,60,"Private","High School","Never Married","Agricultural"
17895,"Low",0,14,53,"Private","Bach","Divorced","Admin"
17896,"Low",0,12,40,"Self-Emp","Min","Never Married","Management"
17897,"High",0,71,57,"Govt","Min","Married","Admin"
17898,"High",0,48,51,"Private","Min","Married","Trades"
17899,"High",0,32,43,"Private","Bach","Married","Specialist"
17900,"Low",0,14,72,"Private","Master","Divorced","Specialist"
17901,"High",0,49,42,"Private","Bach","Never Married","Agricultural"
17902,"Low",0,20,63,"Private","High School","Never Married","Admin"
17903,"High",0,32,57,"Private","Bach","Married","Specialist"
17904,"Low",0,37,24,"Private","Min","Married","Specialist"
17905,"High",0,52,46,"Private","Bach","Married","Agricultural"
17906,"Low",2843,36,26,"Govt","Min","Divorced","Agricultural"
17907,"Low",0,22,70,"Govt","Min","Married","Management"
17908,"High",0,49,49,"Private","Min","Widowed","Specialist"
17909,"High",0,38,36,"Private","Bach","Never Married","Trades"
17910,"Low",0,42,29,"Govt","Bach","Never Married","Management"
17911,"Low",0,23,54,"Govt","Bach","Married","Agricultural"
17912,"High",0,33,58,"Private","Bach","Married","Trades"
17914,"Low",0,4,83,"Private","High School","Married","Admin"
17915,"Low",0,26,23,"Private","Min","Married","Admin"
17916,"Low",0,10,79,"Other","Min","Married","Specialist"
17917,"High",0,52,62,"Private","High School","Never Married","Admin"
17918,"High",0,30,68,"Private","High School","Married","Management"
17919,"High",0,46,44,"Private","Bach","Widowed","Management"
17920,"High",0,35,36,"Private","Bach","Divorced","Agricultural"
17922,"High",0,48,30,"Private","High School","Divorced","Agricultural"
17923,"High",0,55,48,"Private","Min","Married","Management"
17924,"High",0,70,21,"Private","High School","Married","Management"
17925,"High",0,44,38,"Private","Master","Never Married","Management"
17926,"High",0,43,34,"Govt","High School","Divorced","Trades"
17927,"Low",0,26,23,"Private","Min","Divorced","Specialist"
17928,"Low",0,62,19,"Self-Emp","Min","Married","Specialist"
17929,"Low",0,10,78,"Govt","High School","Never Married","Agricultural"
17930,"Low",0,16,71,"Private","Bach","Married","Specialist"
17931,"High",0,43,49,"Private","High School","Married","Agricultural"
17932,"Low",0,22,21,"Self-Emp","High School","Married","Admin"
17933,"High",1868,32,64,"Private","Min","Married","Management"
17934,"High",0,48,61,"Govt","Bach","Never Married","Admin"
17935,"High",0,51,28,"Private","Bach","Never Married","Management"
17936,"High",0,37,46,"Private","Bach","Divorced","Admin"
17937,"High",0,34,56,"Private","High School","Married","Admin"
17938,"High",0,37,67,"Private","High School","Never Married","Management"
17939,"Low",0,23,73,"Self-Emp","Bach","Married","Admin"
17940,"High",0,52,41,"Govt","Min","Never Married","Management"
17941,"Low",0,7,80,"Private","Min","Divorced","Trades"
17942,"High",0,40,47,"Govt","Min","Divorced","Agricultural"
17943,"Low",0,23,75,"Govt","Bach","Never Married","Specialist"
17945,"Low",0,4,81,"Private","Min","Never Married","Admin"
17946,"Low",0,3,83,"Private","Bach","Never Married","Trades"
17947,"Low",0,43,21,"Private","Bach","Divorced","Specialist"
17949,"High",0,25,56,"Govt","High School","Divorced","Management"
17950,"Low",0,17,67,"Private","Bach","Never Married","Agricultural"
17952,"Low",0,7,82,"Self-Emp","Min","Married","Agricultural"
17953,"Low",0,19,70,"Self-Emp","Min","Married","Admin"
17954,"Low",0,8,79,"Private","High School","Divorced","Admin"
17955,"High",0,47,31,"Private","Bach","Divorced","Specialist"
17956,"High",2387,52,34,"Private","Bach","Divorced","Trades"
17957,"Low",0,50,24,"Private","Min","Divorced","Trades"
17958,"High",0,49,52,"Private","Bach","Never Married","Agricultural"
17959,"High",4303,39,41,"Self-Emp","Bach","Married","Specialist"
17960,"Low",0,9,80,"Private","Bach","Never Married","Specialist"
17961,"High",1075,44,34,"Private","Min","Divorced","Agricultural"
17962,"Low",0,28,38,"Self-Emp","High School","Never Married","Management"
17963,"High",0,52,47,"Private","High School","Widowed","Admin"
17965,"High",0,53,38,"Private","Bach","Never Married","Specialist"
17966,"Low",0,9,81,"Self-Emp","Min","Married","Admin"
17967,"Low",0,26,37,"Govt","Master","Married","Specialist"
17968,"High",0,45,45,"Private","Min","Married","Specialist"
17969,"High",2581,49,29,"Private","Min","Divorced","Agricultural"
17970,"High",0,47,56,"Private","High School","Never Married","Specialist"
17971,"High",0,28,62,"Private","Bach","Married","Agricultural"
17972,"High",0,40,39,"Private","High School","Married","Trades"
17973,"Low",0,8,81,"Private","Min","Married","Trades"
17974,"Low",0,42,29,"Private","Min","Never Married","Agricultural"
17975,"High",0,45,49,"Private","Bach","Never Married","Trades"
17976,"Low",0,9,80,"Other","High School","Married","Management"
17977,"High",0,56,26,"Private","Bach","Never Married","Management"
17978,"High",0,40,59,"Private","Bach","Married","Admin"
17979,"Low",0,29,76,"Self-Emp","High School","Never Married","Admin"
17980,"High",0,43,54,"Private","Min","Married","Trades"
17981,"Low",1343,15,73,"Govt","Min","Married","Management"
17982,"High",0,31,60,"Private","Bach","Married","Admin"
17983,"High",0,36,56,"Private","Bach","Never Married","Specialist"
17984,"Low",0,27,21,"Self-Emp","Min","Never Married","Agricultural"
17985,"High",0,56,60,"Private","Bach","Divorced","Specialist"
17986,"High",0,38,42,"Private","Bach","Married","Management"
17987,"Low",1701,30,28,"Private","High School","Married","Trades"
17988,"High",0,33,60,"Private","Min","Married","Trades"
17989,"Low",0,12,72,"Private","High School","Married","Trades"
17990,"High",0,44,36,"Govt","High School","Married","Management"
17991,"High",0,43,52,"Private","Bach","Married","Admin"
17992,"Low",1940,20,72,"Private","Bach","Never Married","Management"
17993,"High",1155,54,39,"Private","Min","Widowed","Management"
17994,"High",0,39,38,"Private","Master","Married","Trades"
17995,"Low",4021,18,33,"Private","Min","Married","Trades"
17996,"Low",0,6,82,"Private","Bach","Widowed","Trades"
17997,"High",0,35,61,"Private","Bach","Married","Trades"
17998,"Low",0,22,37,"Private","Bach","Never Married","Admin"
17999,"Low",0,34,30,"Private","Bach","Married","Specialist"
18000,"Low",0,0,85,"Govt","High School","Never Married","Trades"
18001,"Low",0,44,22,"Self-Emp","Min","Divorced","Trades"
18002,"Low",0,19,65,"Private","Bach","Never Married","Management"
18003,"High",1970,48,40,"Private","High School","Married","Admin"
18004,"High",0,32,59,"Private","High School","Never Married","Management"
18005,"High",356,25,55,"Private","Min","Divorced","Management"
18006,"Low",0,31,27,"Private","High School","Never Married","Management"
18007,"High",0,47,31,"Private","Bach","Married","Management"
18008,"High",0,43,44,"Private","High School","Married","Trades"
18009,"Low",0,16,72,"Private","High School","Never Married","Management"
18010,"High",0,29,60,"Private","High School","Married","Agricultural"
18011,"High",0,37,55,"Private","High School","Never Married","Management"
18012,"Low",0,11,78,"Private","High School","Never Married","Trades"
18014,"Low",0,39,25,"Govt","High School","Divorced","Trades"
18015,"Low",0,12,79,"Private","High School","Married","Admin"
18016,"Low",0,14,41,"Private","Master","Married","Agricultural"
18017,"High",0,44,48,"Private","High School","Divorced","Agricultural"
18018,"High",0,56,51,"Private","Bach","Widowed","Management"
18019,"Low",0,22,68,"Self-Emp","High School","Never Married","Agricultural"
18020,"High",0,38,36,"Private","Min","Divorced","Admin"
18021,"High",0,50,27,"Private","Bach","Never Married","Trades"
18022,"Low",0,3,83,"Self-Emp","Bach","Never Married","Specialist"
18023,"High",0,69,38,"Private","Min","Divorced","Management"
18024,"High",0,50,41,"Private","Master","Never Married","Specialist"
18025,"High",0,33,47,"Govt","High School","Divorced","Agricultural"
18027,"Low",655,4,83,"Private","Min","Never Married","Specialist"
18028,"Low",0,14,51,"Private","High School","Married","Management"
18029,"Low",953,24,69,"Private","Bach","Married","Agricultural"
18030,"High",0,55,47,"Private","Bach","Married","Trades"
18031,"High",0,32,40,"Private","Bach","Married","Trades"
18032,"Low",0,47,27,"Govt","High School","Married","Trades"
18033,"Low",0,26,21,"Self-Emp","Bach","Married","Agricultural"
18034,"Low",0,36,31,"Self-Emp","Bach","Never Married","Specialist"
18035,"Low",0,33,20,"Private","Min","Never Married","Agricultural"
18036,"High",0,25,56,"Govt","High School","Married","Specialist"
18037,"High",1483,44,65,"Private","Bach","Married","Specialist"
18038,"High",0,42,32,"Private","High School","Married","Management"
18039,"High",0,53,57,"Private","Bach","Married","Agricultural"
18040,"Low",0,34,19,"Private","Master","Married","Admin"
18041,"Low",0,0,85,"Govt","Bach","Married","Agricultural"
18042,"High",0,27,63,"Private","Bach","Married","Management"
18043,"High",0,27,56,"Private","Min","Married","Admin"
18045,"High",0,46,62,"Govt","Bach","Married","Admin"
18046,"Low",0,14,75,"Private","Bach","Never Married","Specialist"
18047,"Low",0,0,85,"Self-Emp","Master","Married","Management"
18048,"High",0,46,48,"Private","High School","Married","Agricultural"
18049,"High",0,55,44,"Private","Bach","Never Married","Management"
18050,"Low",0,37,32,"Private","High School","Married","Management"
18051,"High",0,53,60,"Private","High School","Divorced","Management"
18052,"High",0,68,43,"Govt","Bach","Never Married","Specialist"
18053,"High",6494,35,51,"Private","High School","Never Married","Trades"
18054,"High",0,48,47,"Govt","Bach","Never Married","Trades"
18055,"Low",0,10,78,"Private","Bach","Never Married","Agricultural"
18056,"Low",0,44,19,"Private","Master","Divorced","Trades"
18057,"High",0,60,35,"Private","Bach","Married","Management"
18058,"High",0,30,40,"Private","Bach","Married","Specialist"
18059,"Low",0,13,71,"Private","Bach","Married","Management"
18060,"High",0,36,48,"Private","Master","Divorced","Specialist"
18061,"High",0,42,59,"Govt","Bach","Never Married","Admin"
18062,"Low",0,49,23,"Govt","Bach","Married","Admin"
18063,"Low",0,20,66,"Govt","Min","Married","Trades"
18064,"High",1981,58,42,"Private","High School","Never Married","Trades"
18065,"High",0,68,42,"Private","Bach","Married","Admin"
18066,"Low",0,22,68,"Private","Min","Married","Agricultural"
18067,"Low",0,14,79,"Private","Bach","Married","Agricultural"
18068,"Low",0,19,74,"Private","Bach","Married","Admin"
18069,"Low",0,31,22,"Private","Min","Never Married","Agricultural"
18070,"High",0,42,57,"Govt","High School","Married","Agricultural"
18071,"Low",0,28,70,"Govt","Min","Never Married","Specialist"
18072,"High",0,35,37,"Private","Min","Married","Trades"
18073,"Low",0,29,69,"Self-Emp","Master","Never Married","Trades"
18074,"Low",0,32,19,"Private","Bach","Divorced","Specialist"
18075,"High",0,49,36,"Private","High School","Never Married","Agricultural"
18077,"Low",0,0,85,"Private","High School","Married","Trades"
18078,"Low",0,23,35,"Private","Bach","Divorced","Trades"
18079,"High",0,49,41,"Private","Bach","Divorced","Management"
18080,"Low",0,36,24,"Private","Bach","Married","Management"
18081,"High",3689,46,23,"Private","High School","Divorced","Agricultural"
18082,"High",0,45,48,"Govt","Bach","Married","Management"
18083,"High",0,55,51,"Govt","Bach","Divorced","Management"
18084,"High",0,29,62,"Private","Min","Married","Management"
18085,"Low",0,32,74,"Private","Min","Divorced","Agricultural"
18087,"High",0,60,23,"Private","Min","Never Married","Admin"
18089,"High",0,27,65,"Private","Bach","Married","Specialist"
18090,"Low",0,8,82,"Private","Min","Never Married","Agricultural"
18091,"High",0,39,62,"Govt","Bach","Never Married","Management"
18092,"High",0,36,42,"Private","Bach","Married","Admin"
18093,"High",0,42,57,"Govt","Min","Never Married","Trades"
18094,"Low",2870,17,70,"Private","Min","Married","Specialist"
18095,"High",0,41,34,"Private","High School","Married","Management"
18096,"High",0,42,50,"Private","Bach","Never Married","Management"
18097,"Low",0,10,79,"Private","Min","Never Married","Specialist"
18099,"High",0,37,43,"Private","Bach","Divorced","Trades"
18100,"High",0,49,40,"Private","Bach","Married","Management"
18101,"High",0,43,64,"Private","Bach","Never Married","Management"
18102,"Low",0,21,20,"Govt","High School","Married","Agricultural"
18103,"High",0,41,40,"Private","Master","Married","Trades"
18104,"High",0,42,43,"Private","High School","Never Married","Management"
18105,"Low",0,3,83,"Private","High School","Married","Management"
18106,"High",0,35,72,"Private","High School","Never Married","Specialist"
18107,"Low",2577,30,29,"Self-Emp","Bach","Married","Agricultural"
18108,"High",0,43,33,"Private","Min","Never Married","Management"
18109,"High",0,35,60,"Private","Bach","Married","Management"
18110,"Low",0,22,33,"Private","Master","Married","Admin"
18111,"Low",0,28,28,"Private","Bach","Divorced","Admin"
18112,"Low",0,41,30,"Govt","High School","Married","Management"
18113,"Low",0,40,30,"Self-Emp","High School","Married","Specialist"
18114,"Low",0,0,85,"Self-Emp","Bach","Never Married","Admin"
18115,"Low",0,16,75,"Private","High School","Divorced","Trades"
18116,"High",0,64,45,"Private","Bach","Never Married","Specialist"
18118,"High",0,48,34,"Govt","High School","Divorced","Management"
18119,"High",0,37,44,"Private","Bach","Never Married","Admin"
18120,"High",1743,47,35,"Private","Bach","Never Married","Agricultural"
18121,"High",0,72,22,"Private","Min","Married","Agricultural"
18122,"Low",0,40,30,"Private","Min","Married","Specialist"
18123,"Low",0,1,84,"Private","Master","Married","Agricultural"
18124,"High",0,34,52,"Private","High School","Married","Specialist"
18125,"High",0,46,39,"Private","Master","Married","Agricultural"
18126,"High",0,38,59,"Private","High School","Married","Admin"
18127,"High",0,51,44,"Private","Bach","Married","Admin"
18128,"Low",0,48,22,"Private","Master","Married","Management"
